order_id,city,order_hour,distance_km,prep_time_min,delivery_time_min,rating
ORD-10565,Kolkata,13,5.6,14,47,5
ORD-10566,Bengaluru,22,2.6,12,24,5
ORD-10567,Hyderabad,19,1.0,10,19,
ORD-10568,Chennai,13,4.7,12,29,5
ORD-10569,Hyderabad,20,2.2,17,33,
ORD-10570,Pune,18,2.0,12,20,5
ORD-10571,Hyderabad,23,6.7,19,40,4
ORD-10572,Bengaluru,6,2.2,17,29,5
ORD-10573,Bengaluru,21,1.5,17,28,5
ORD-10574,Kolkata,19,4.7,15,52,3
ORD-10575,Pune,13,5.1,17,36,5
ORD-10576,Kolkata,19,2.7,17,44,4
ORD-10577,Pune,11,5.8,12,37,4
ORD-10578,Hyderabad,12,2.5,14,33,5
ORD-10579,Chennai,23,1.7,16,25,5
ORD-10580,Bengaluru,20,3.3,17,36,4
ORD-10581,Bengaluru,23,4.9,17,,4
ORD-10582,Kolkata,20,5.3,7,39,5
ORD-10583,Pune,10,5.9,15,40,4
ORD-10584,Chennai,9,2.9,14,38,4
ORD-10585,Pune,13,4.3,16,38,5
ORD-10586,Chennai,13,4.9,14,36,5
ORD-10587,Chennai,8,4.8,8,30,5
ORD-10588,Hyderabad,10,2.5,13,24,5
ORD-10589,Bengaluru,19,4.5,13,41,4
ORD-10590,Chennai,22,1.7,14,25,5
ORD-10591,Bengaluru,19,5.2,14,38,4
ORD-10592,Kolkata,15,5.2,14,35,5
ORD-10593,Pune,14,5.1,18,39,
ORD-10594,Bengaluru,19,4.3,16,35,5
ORD-10595,Hyderabad,16,4.5,13,31,
ORD-10596,Hyderabad,21,3.9,10,29,4
ORD-10597,Bengaluru,18,2.6,16,30,5
ORD-10598,Hyderabad,8,6.4,15,45,3
ORD-10599,Bengaluru,17,5.7,9,34,5
ORD-10600,Hyderabad,11,6.7,7,34,5
