order_id,item,category,quantity,price
50743,Vada pav,Snacks,1,30
50743,Upma,Breakfast,2,60
50744,Poha,Breakfast,3,60
50744,Sandwich,Snacks,1,70
50745,Cold coffee,Chai & coffee,2,90
50746,Misal pav,Breakfast,3,90
50746,Upma,Breakfast,2,60
50746,Pesarattu,Breakfast,1,80
50747,Misal pav,Breakfast,1,90
50747,Cold coffee,Chai & coffee,1,90
50748,Vada pav,Snacks,2,30
50749,Filter coffee,Chai & coffee,2,40
50750,Cold coffee,Chai & coffee,1,90
50751,Misal pav,Breakfast,1,90
50751,Poha,Breakfast,1,60
50751,Cold coffee,Chai & coffee,1,90
50751,Masala dosa,Breakfast,1,90
50752,Masala chai,Chai & coffee,1,30
50752,Misal pav,Breakfast,1,90
50752,Poha,Breakfast,1,60
50753,Masala chai,Chai & coffee,1,30
50753,Sandwich,Snacks,1,70
50753,Vada pav,Snacks,1,30
50753,Misal pav,Breakfast,1,90
50754,Misal pav,Breakfast,1,90
50754,Jalebi,Sweets,1,40
50754,Poha,Breakfast,1,60
50754,Sandwich,Snacks,1,70
50755,Misal pav,Breakfast,1,90
50755,Cold coffee,Chai & coffee,1,90
50755,Masala dosa,Breakfast,1,90
50755,Orange juice,Juice,1,70
50755,Poha,Breakfast,1,60
50756,Pesarattu,Breakfast,1,80
50756,Upma,Breakfast,1,60
50756,Orange juice,Juice,1,70
50757,Misal pav,Breakfast,1,90
50757,Orange juice,Juice,1,70
50757,Masala chai,Chai & coffee,1,30
50758,Upma,Breakfast,1,60
50758,Cold coffee,Chai & coffee,1,90
50758,Pesarattu,Breakfast,3,80
50759,Masala dosa,Breakfast,1,90
50759,Filter coffee,Chai & coffee,3,40
50759,Cold coffee,Chai & coffee,1,90
50759,Sandwich,Snacks,3,70
50760,Vada pav,Snacks,1,30
50760,Masala chai,Chai & coffee,1,30
50761,Sandwich,Snacks,1,70
50761,Filter coffee,Chai & coffee,1,40
50761,Masala dosa,Breakfast,1,90
50761,Masala chai,Chai & coffee,1,30
50762,Filter coffee,Chai & coffee,1,40
50762,Poha,Breakfast,1,60
50763,Masala chai,Chai & coffee,1,30
50763,Poha,Breakfast,1,60
50764,Vada pav,Snacks,3,30
50765,Misal pav,Breakfast,1,90
50766,Pesarattu,Breakfast,1,80
50766,Idli,Breakfast,1,50
50767,Pesarattu,Breakfast,2,80
50768,Poha,Breakfast,2,60
50768,Orange juice,Juice,2,70
50768,Idli,Breakfast,1,50
50769,Pesarattu,Breakfast,2,80
50769,Cold coffee,Chai & coffee,1,90
50770,Filter coffee,Chai & coffee,2,40
50770,Cold coffee,Chai & coffee,3,90
50771,Vada pav,Snacks,1,30
50772,Masala dosa,Breakfast,1,90
50773,Filter coffee,Chai & coffee,1,40
50773,Vada pav,Snacks,2,30
50774,Idli,Breakfast,2,50
50775,Idli,Breakfast,1,50
50776,Poha,Breakfast,1,60
50776,Idli,Breakfast,1,50
50777,Jalebi,Sweets,1,40
50777,Pesarattu,Breakfast,2,80
50777,Upma,Breakfast,1,60
50778,Masala chai,Chai & coffee,1,30
50778,Misal pav,Breakfast,2,90
50779,Filter coffee,Chai & coffee,1,40
50779,Vada pav,Snacks,2,30
50780,Cold coffee,Chai & coffee,3,90
50780,Idli,Breakfast,2,50
50781,Pesarattu,Breakfast,2,80
50782,Cold coffee,Chai & coffee,1,90
50782,Vada pav,Snacks,1,30
50783,Filter coffee,Chai & coffee,1,40
50784,Misal pav,Breakfast,3,90
50785,Filter coffee,Chai & coffee,1,40
50785,Pesarattu,Breakfast,2,80
50786,Misal pav,Breakfast,1,90
50786,Jalebi,Sweets,2,40
50787,Orange juice,Juice,2,70
50788,Vada pav,Snacks,2,30
50789,Vada pav,Snacks,2,30
50790,Misal pav,Breakfast,3,90
50790,Sandwich,Snacks,3,70
50791,Pesarattu,Breakfast,1,80
50792,Filter coffee,Chai & coffee,2,40
50793,Jalebi,Sweets,2,40
50794,Upma,Breakfast,1,60
50794,Filter coffee,Chai & coffee,2,40
50794,Orange juice,Juice,2,70
50795,Idli,Breakfast,1,50
50795,Masala dosa,Breakfast,1,90
50795,Vada pav,Snacks,1,30
50795,Misal pav,Breakfast,1,90
50796,Filter coffee,Chai & coffee,1,40
50796,Poha,Breakfast,1,60
50796,Masala chai,Chai & coffee,2,30
50797,Orange juice,Juice,1,70
50797,Sandwich,Snacks,1,70
50797,Misal pav,Breakfast,1,90
50797,Masala chai,Chai & coffee,1,30
50798,Pesarattu,Breakfast,1,80
50798,Masala chai,Chai & coffee,1,30
50798,Misal pav,Breakfast,1,90
50798,Orange juice,Juice,1,70
50798,Vada pav,Snacks,1,30
50799,Filter coffee,Chai & coffee,2,40
50800,Masala dosa,Breakfast,1,90
50800,Idli,Breakfast,2,50
50801,Cold coffee,Chai & coffee,2,90
50801,Masala chai,Chai & coffee,2,30
50802,Masala dosa,Breakfast,1,90
50802,Sandwich,Snacks,1,70
50803,Masala dosa,Breakfast,1,90
50803,Poha,Breakfast,2,60
50804,Masala dosa,Breakfast,1,90
50805,Pesarattu,Breakfast,1,80
50806,Masala dosa,Breakfast,1,90
50807,Upma,Breakfast,2,60
50808,Upma,Breakfast,1,60
50808,Cold coffee,Chai & coffee,3,90
50809,Sandwich,Snacks,3,70
50809,Vada pav,Snacks,2,30
50810,Filter coffee,Chai & coffee,1,40
50810,Idli,Breakfast,1,50
50811,Poha,Breakfast,1,60
50811,Sandwich,Snacks,2,70
50812,Sandwich,Snacks,1,70
50813,Sandwich,Snacks,3,70
50814,Poha,Breakfast,2,60
50815,Vada pav,Snacks,3,30
50816,Pesarattu,Breakfast,1,80
50816,Vada pav,Snacks,2,30
50817,Masala dosa,Breakfast,1,90
50817,Jalebi,Sweets,3,40
50818,Masala dosa,Breakfast,2,90
50819,Poha,Breakfast,3,60
50819,Upma,Breakfast,1,60
50820,Misal pav,Breakfast,2,90
50820,Poha,Breakfast,1,60
50821,Filter coffee,Chai & coffee,2,40
50821,Misal pav,Breakfast,2,90
50822,Vada pav,Snacks,2,30
50823,Idli,Breakfast,2,50
50824,Filter coffee,Chai & coffee,1,40
50825,Poha,Breakfast,1,60
50825,Vada pav,Snacks,1,30
50825,Pesarattu,Breakfast,2,80
50825,Misal pav,Breakfast,1,90
50826,Misal pav,Breakfast,1,90
50826,Filter coffee,Chai & coffee,1,40
50826,Cold coffee,Chai & coffee,1,90
50827,Cold coffee,Chai & coffee,1,90
50827,Masala dosa,Breakfast,1,90
50827,Misal pav,Breakfast,1,90
50827,Idli,Breakfast,1,50
50828,Pesarattu,Breakfast,1,80
50828,Jalebi,Sweets,1,40
50828,Masala chai,Chai & coffee,1,30
50828,Misal pav,Breakfast,1,90
50829,Masala chai,Chai & coffee,1,30
50829,Sandwich,Snacks,1,70
50829,Upma,Breakfast,1,60
50830,Upma,Breakfast,1,60
50830,Vada pav,Snacks,1,30
50830,Poha,Breakfast,1,60
50830,Jalebi,Sweets,1,40
50831,Orange juice,Juice,1,70
50831,Misal pav,Breakfast,1,90
50831,Vada pav,Snacks,2,30
50832,Misal pav,Breakfast,1,90
50832,Filter coffee,Chai & coffee,2,40
50833,Filter coffee,Chai & coffee,1,40
50833,Sandwich,Snacks,2,70
50834,Masala dosa,Breakfast,2,90
50835,Misal pav,Breakfast,1,90
50835,Filter coffee,Chai & coffee,2,40
50835,Masala dosa,Breakfast,3,90
50836,Masala dosa,Breakfast,1,90
50836,Vada pav,Snacks,1,30
50837,Masala chai,Chai & coffee,2,30
50837,Jalebi,Sweets,1,40
50838,Poha,Breakfast,1,60
50838,Filter coffee,Chai & coffee,1,40
50838,Masala chai,Chai & coffee,1,30
50839,Idli,Breakfast,1,50
50839,Cold coffee,Chai & coffee,2,90
50839,Orange juice,Juice,1,70
50840,Poha,Breakfast,1,60
50840,Vada pav,Snacks,1,30
50840,Idli,Breakfast,1,50
50841,Filter coffee,Chai & coffee,1,40
50841,Pesarattu,Breakfast,1,80
50841,Masala dosa,Breakfast,2,90
50841,Masala chai,Chai & coffee,1,30
50842,Pesarattu,Breakfast,2,80
50842,Upma,Breakfast,1,60
50843,Upma,Breakfast,3,60
50843,Poha,Breakfast,2,60
50844,Sandwich,Snacks,2,70
50845,Pesarattu,Breakfast,1,80
50845,Idli,Breakfast,1,50
50846,Masala chai,Chai & coffee,1,30
50846,Idli,Breakfast,1,50
50846,Filter coffee,Chai & coffee,1,40
50847,Idli,Breakfast,1,50
50848,Idli,Breakfast,2,50
50848,Cold coffee,Chai & coffee,1,90
50848,Jalebi,Sweets,1,40
50849,Idli,Breakfast,2,50
50850,Upma,Breakfast,1,60
50851,Masala chai,Chai & coffee,2,30
50851,Cold coffee,Chai & coffee,3,90
50852,Pesarattu,Breakfast,3,80
50853,Poha,Breakfast,1,60
50853,Jalebi,Sweets,1,40
50853,Misal pav,Breakfast,2,90
50854,Orange juice,Juice,1,70
50855,Misal pav,Breakfast,2,90
50856,Vada pav,Snacks,1,30
50856,Sandwich,Snacks,3,70
50857,Vada pav,Snacks,1,30
50858,Masala chai,Chai & coffee,2,30
50859,Idli,Breakfast,1,50
50860,Misal pav,Breakfast,2,90
50860,Masala chai,Chai & coffee,2,30
50861,Orange juice,Juice,1,70
50862,Poha,Breakfast,1,60
50862,Masala chai,Chai & coffee,1,30
50862,Filter coffee,Chai & coffee,1,40
50862,Sandwich,Snacks,1,70
50862,Misal pav,Breakfast,1,90
50863,Misal pav,Breakfast,1,90
50863,Poha,Breakfast,1,60
50864,Masala dosa,Breakfast,1,90
50864,Sandwich,Snacks,1,70
50864,Poha,Breakfast,1,60
50865,Misal pav,Breakfast,1,90
50865,Pesarattu,Breakfast,1,80
50865,Cold coffee,Chai & coffee,1,90
50866,Masala chai,Chai & coffee,1,30
50866,Filter coffee,Chai & coffee,1,40
50867,Poha,Breakfast,1,60
50867,Misal pav,Breakfast,1,90
50867,Filter coffee,Chai & coffee,1,40
50868,Masala dosa,Breakfast,1,90
50868,Pesarattu,Breakfast,1,80
50869,Poha,Breakfast,3,60
50869,Upma,Breakfast,3,60
50869,Cold coffee,Chai & coffee,1,90
50869,Filter coffee,Chai & coffee,1,40
50870,Sandwich,Snacks,1,70
50870,Filter coffee,Chai & coffee,1,40
50870,Cold coffee,Chai & coffee,1,90
50871,Cold coffee,Chai & coffee,2,90
50871,Misal pav,Breakfast,1,90
50871,Idli,Breakfast,2,50
50872,Idli,Breakfast,2,50
50873,Filter coffee,Chai & coffee,2,40
50873,Idli,Breakfast,1,50
50874,Upma,Breakfast,1,60
50875,Filter coffee,Chai & coffee,2,40
50876,Masala dosa,Breakfast,1,90
50876,Pesarattu,Breakfast,1,80
50877,Sandwich,Snacks,3,70
50878,Masala chai,Chai & coffee,1,30
50878,Pesarattu,Breakfast,1,80
50878,Upma,Breakfast,1,60
50879,Sandwich,Snacks,1,70
50880,Vada pav,Snacks,1,30
50880,Masala chai,Chai & coffee,2,30
50881,Pesarattu,Breakfast,1,80
50881,Filter coffee,Chai & coffee,1,40
50881,Orange juice,Juice,1,70
50882,Filter coffee,Chai & coffee,3,40
50883,Pesarattu,Breakfast,2,80
50884,Pesarattu,Breakfast,1,80
50884,Jalebi,Sweets,3,40
50885,Misal pav,Breakfast,2,90
50886,Idli,Breakfast,1,50
50886,Upma,Breakfast,1,60
50886,Sandwich,Snacks,2,70
50887,Upma,Breakfast,1,60
50887,Sandwich,Snacks,1,70
50888,Idli,Breakfast,1,50
50889,Sandwich,Snacks,2,70
50890,Vada pav,Snacks,2,30
50890,Idli,Breakfast,1,50
50891,Poha,Breakfast,2,60
50891,Sandwich,Snacks,3,70
50892,Poha,Breakfast,1,60
50892,Masala chai,Chai & coffee,1,30
50892,Vada pav,Snacks,1,30
50893,Vada pav,Snacks,1,30
50893,Cold coffee,Chai & coffee,1,90
50894,Filter coffee,Chai & coffee,1,40
50895,Cold coffee,Chai & coffee,3,90
50895,Vada pav,Snacks,2,30
50895,Upma,Breakfast,2,60
50896,Masala chai,Chai & coffee,2,30
50897,Filter coffee,Chai & coffee,3,40
50898,Misal pav,Breakfast,1,90
50899,Sandwich,Snacks,1,70
50900,Cold coffee,Chai & coffee,1,90
50900,Misal pav,Breakfast,1,90
50900,Poha,Breakfast,1,60
50901,Filter coffee,Chai & coffee,1,40
50901,Misal pav,Breakfast,1,90
50901,Orange juice,Juice,1,70
50901,Sandwich,Snacks,1,70
50902,Cold coffee,Chai & coffee,1,90
50902,Poha,Breakfast,1,60
50902,Misal pav,Breakfast,2,90
50902,Pesarattu,Breakfast,1,80
50903,Masala dosa,Breakfast,1,90
50903,Misal pav,Breakfast,1,90
50903,Cold coffee,Chai & coffee,1,90
50903,Poha,Breakfast,1,60
50904,Poha,Breakfast,1,60
50904,Misal pav,Breakfast,1,90
50904,Idli,Breakfast,1,50
50904,Masala chai,Chai & coffee,2,30
50905,Jalebi,Sweets,1,40
50905,Masala dosa,Breakfast,1,90
50905,Misal pav,Breakfast,1,90
50905,Upma,Breakfast,1,60
50906,Poha,Breakfast,1,60
50906,Idli,Breakfast,1,50
50906,Misal pav,Breakfast,1,90
50906,Filter coffee,Chai & coffee,1,40
50907,Poha,Breakfast,1,60
50907,Orange juice,Juice,1,70
50907,Misal pav,Breakfast,1,90
50907,Masala dosa,Breakfast,1,90
50908,Jalebi,Sweets,1,40
50908,Masala chai,Chai & coffee,1,30
50908,Upma,Breakfast,1,60
50908,Poha,Breakfast,1,60
50909,Pesarattu,Breakfast,1,80
50909,Sandwich,Snacks,1,70
50909,Misal pav,Breakfast,1,90
50909,Idli,Breakfast,1,50
50909,Cold coffee,Chai & coffee,1,90
50910,Misal pav,Breakfast,1,90
50910,Orange juice,Juice,1,70
50910,Pesarattu,Breakfast,1,80
50910,Upma,Breakfast,1,60
50910,Filter coffee,Chai & coffee,1,40
50911,Filter coffee,Chai & coffee,1,40
50911,Masala dosa,Breakfast,1,90
50911,Cold coffee,Chai & coffee,2,90
50912,Masala dosa,Breakfast,3,90
50912,Vada pav,Snacks,1,30
50912,Upma,Breakfast,1,60
50912,Filter coffee,Chai & coffee,1,40
50913,Idli,Breakfast,2,50
50913,Vada pav,Snacks,1,30
50913,Masala dosa,Breakfast,2,90
50913,Jalebi,Sweets,1,40
50914,Misal pav,Breakfast,3,90
50914,Idli,Breakfast,1,50
50914,Upma,Breakfast,1,60
50915,Upma,Breakfast,2,60
50915,Orange juice,Juice,2,70
50916,Upma,Breakfast,1,60
50916,Filter coffee,Chai & coffee,1,40
50916,Jalebi,Sweets,1,40
50917,Masala dosa,Breakfast,1,90
50917,Misal pav,Breakfast,1,90
50918,Masala dosa,Breakfast,1,90
50918,Pesarattu,Breakfast,1,80
50919,Filter coffee,Chai & coffee,2,40
50920,Masala dosa,Breakfast,2,90
50921,Upma,Breakfast,1,60
50921,Sandwich,Snacks,2,70
50921,Pesarattu,Breakfast,1,80
50922,Idli,Breakfast,1,50
50923,Pesarattu,Breakfast,1,80
50923,Masala chai,Chai & coffee,1,30
50924,Sandwich,Snacks,1,70
50925,Upma,Breakfast,2,60
50925,Jalebi,Sweets,2,40
50925,Masala chai,Chai & coffee,1,30
50926,Orange juice,Juice,2,70
50926,Pesarattu,Breakfast,2,80
50927,Pesarattu,Breakfast,2,80
50928,Idli,Breakfast,2,50
50928,Masala chai,Chai & coffee,1,30
50929,Idli,Breakfast,1,50
50930,Idli,Breakfast,1,50
50930,Filter coffee,Chai & coffee,2,40
50931,Poha,Breakfast,2,60
50932,Poha,Breakfast,2,60
50933,Pesarattu,Breakfast,3,80
50934,Poha,Breakfast,1,60
50935,Idli,Breakfast,1,50
50936,Cold coffee,Chai & coffee,3,90
50937,Poha,Breakfast,2,60
50938,Vada pav,Snacks,2,30
50938,Cold coffee,Chai & coffee,1,90
50939,Cold coffee,Chai & coffee,3,90
50940,Misal pav,Breakfast,1,90
50940,Poha,Breakfast,1,60
50940,Idli,Breakfast,1,50
50940,Masala chai,Chai & coffee,1,30
50941,Pesarattu,Breakfast,1,80
50941,Orange juice,Juice,1,70
50941,Vada pav,Snacks,1,30
50941,Poha,Breakfast,2,60
50942,Filter coffee,Chai & coffee,1,40
50942,Masala chai,Chai & coffee,1,30
50942,Pesarattu,Breakfast,1,80
50942,Masala dosa,Breakfast,1,90
50943,Orange juice,Juice,1,70
50943,Filter coffee,Chai & coffee,1,40
50943,Poha,Breakfast,1,60
50944,Masala chai,Chai & coffee,1,30
50944,Misal pav,Breakfast,1,90
50944,Poha,Breakfast,1,60
50944,Orange juice,Juice,1,70
50945,Masala chai,Chai & coffee,1,30
50945,Pesarattu,Breakfast,1,80
50945,Cold coffee,Chai & coffee,1,90
50945,Jalebi,Sweets,1,40
50946,Masala chai,Chai & coffee,1,30
50946,Misal pav,Breakfast,1,90
50946,Idli,Breakfast,1,50
50946,Vada pav,Snacks,1,30
50947,Masala dosa,Breakfast,1,90
50947,Masala chai,Chai & coffee,1,30
50947,Orange juice,Juice,1,70
50948,Masala dosa,Breakfast,2,90
50949,Misal pav,Breakfast,1,90
50950,Idli,Breakfast,2,50
50950,Misal pav,Breakfast,1,90
50951,Upma,Breakfast,1,60
50951,Masala chai,Chai & coffee,1,30
50952,Masala chai,Chai & coffee,1,30
50952,Pesarattu,Breakfast,1,80
50953,Upma,Breakfast,1,60
50953,Filter coffee,Chai & coffee,2,40
50954,Pesarattu,Breakfast,1,80
50954,Idli,Breakfast,1,50
50955,Idli,Breakfast,2,50
50956,Filter coffee,Chai & coffee,1,40
50956,Cold coffee,Chai & coffee,2,90
50957,Filter coffee,Chai & coffee,1,40
50958,Orange juice,Juice,2,70
50959,Orange juice,Juice,1,70
50960,Idli,Breakfast,3,50
50961,Vada pav,Snacks,2,30
50961,Upma,Breakfast,3,60
50962,Poha,Breakfast,2,60
50963,Poha,Breakfast,2,60
50963,Orange juice,Juice,2,70
50964,Cold coffee,Chai & coffee,2,90
50964,Filter coffee,Chai & coffee,3,40
50964,Orange juice,Juice,2,70
50965,Upma,Breakfast,2,60
50966,Upma,Breakfast,3,60
50967,Masala chai,Chai & coffee,2,30
50968,Masala chai,Chai & coffee,1,30
50968,Pesarattu,Breakfast,3,80
50969,Masala chai,Chai & coffee,2,30
50970,Vada pav,Snacks,2,30
50970,Cold coffee,Chai & coffee,2,90
50971,Poha,Breakfast,1,60
50971,Masala dosa,Breakfast,1,90
50971,Masala chai,Chai & coffee,1,30
50972,Filter coffee,Chai & coffee,1,40
50972,Idli,Breakfast,1,50
50972,Jalebi,Sweets,1,40
50973,Jalebi,Sweets,1,40
50973,Pesarattu,Breakfast,1,80
50973,Masala dosa,Breakfast,1,90
50974,Misal pav,Breakfast,1,90
50974,Vada pav,Snacks,1,30
50974,Poha,Breakfast,1,60
50974,Sandwich,Snacks,1,70
50975,Vada pav,Snacks,1,30
50975,Poha,Breakfast,1,60
50975,Misal pav,Breakfast,1,90
50976,Misal pav,Breakfast,1,90
50976,Orange juice,Juice,1,70
50976,Vada pav,Snacks,1,30
50976,Pesarattu,Breakfast,1,80
50977,Filter coffee,Chai & coffee,1,40
50977,Upma,Breakfast,1,60
50977,Masala chai,Chai & coffee,1,30
50977,Masala dosa,Breakfast,1,90
50977,Jalebi,Sweets,1,40
50978,Masala chai,Chai & coffee,1,30
50978,Misal pav,Breakfast,1,90
50978,Masala dosa,Breakfast,1,90
50978,Poha,Breakfast,1,60
50979,Jalebi,Sweets,1,40
50980,Masala chai,Chai & coffee,1,30
50980,Filter coffee,Chai & coffee,1,40
50980,Cold coffee,Chai & coffee,1,90
50981,Filter coffee,Chai & coffee,2,40
50982,Sandwich,Snacks,1,70
50982,Masala dosa,Breakfast,2,90
50983,Filter coffee,Chai & coffee,1,40
50983,Poha,Breakfast,2,60
50984,Filter coffee,Chai & coffee,1,40
50984,Cold coffee,Chai & coffee,1,90
50984,Idli,Breakfast,1,50
50985,Poha,Breakfast,2,60
50986,Masala dosa,Breakfast,2,90
50987,Pesarattu,Breakfast,1,80
50987,Masala chai,Chai & coffee,2,30
50987,Filter coffee,Chai & coffee,2,40
50988,Filter coffee,Chai & coffee,3,40
50988,Masala chai,Chai & coffee,3,30
50988,Pesarattu,Breakfast,1,80
50989,Masala chai,Chai & coffee,1,30
50989,Poha,Breakfast,1,60
50990,Pesarattu,Breakfast,1,80
50991,Orange juice,Juice,1,70
50992,Upma,Breakfast,1,60
50993,Filter coffee,Chai & coffee,1,40
50994,Filter coffee,Chai & coffee,2,40
50995,Idli,Breakfast,1,50
50995,Poha,Breakfast,1,60
50996,Sandwich,Snacks,1,70
50996,Idli,Breakfast,1,50
50996,Poha,Breakfast,1,60
50997,Idli,Breakfast,2,50
50997,Masala chai,Chai & coffee,1,30
50997,Orange juice,Juice,2,70
50998,Orange juice,Juice,2,70
50998,Idli,Breakfast,3,50
50999,Cold coffee,Chai & coffee,2,90
51000,Sandwich,Snacks,3,70
51000,Orange juice,Juice,1,70
51001,Vada pav,Snacks,1,30
51002,Vada pav,Snacks,1,30
51002,Cold coffee,Chai & coffee,2,90
51003,Masala chai,Chai & coffee,2,30
51003,Cold coffee,Chai & coffee,1,90
51004,Sandwich,Snacks,2,70
51004,Misal pav,Breakfast,3,90
51005,Idli,Breakfast,2,50
51005,Masala chai,Chai & coffee,1,30
51005,Pesarattu,Breakfast,2,80
51006,Cold coffee,Chai & coffee,2,90
51007,Filter coffee,Chai & coffee,1,40
51008,Vada pav,Snacks,2,30
51009,Cold coffee,Chai & coffee,2,90
51010,Vada pav,Snacks,3,30
51011,Idli,Breakfast,1,50
51012,Jalebi,Sweets,1,40
51012,Pesarattu,Breakfast,1,80
51012,Orange juice,Juice,1,70
51012,Misal pav,Breakfast,1,90
51013,Misal pav,Breakfast,1,90
51013,Masala dosa,Breakfast,1,90
51013,Orange juice,Juice,1,70
51014,Orange juice,Juice,1,70
51014,Jalebi,Sweets,1,40
51015,Filter coffee,Chai & coffee,1,40
51015,Sandwich,Snacks,1,70
51015,Poha,Breakfast,1,60
51016,Misal pav,Breakfast,1,90
51016,Idli,Breakfast,1,50
51016,Jalebi,Sweets,1,40
51016,Cold coffee,Chai & coffee,1,90
51017,Masala chai,Chai & coffee,2,30
51017,Poha,Breakfast,1,60
51017,Jalebi,Sweets,1,40
51017,Orange juice,Juice,1,70
51018,Sandwich,Snacks,1,70
51018,Pesarattu,Breakfast,1,80
51018,Misal pav,Breakfast,1,90
51018,Poha,Breakfast,2,60
51019,Filter coffee,Chai & coffee,3,40
51019,Upma,Breakfast,2,60
51019,Jalebi,Sweets,2,40
51020,Filter coffee,Chai & coffee,1,40
51020,Masala dosa,Breakfast,1,90
51021,Masala dosa,Breakfast,3,90
51022,Masala dosa,Breakfast,1,90
51023,Vada pav,Snacks,3,30
51023,Poha,Breakfast,1,60
51024,Masala dosa,Breakfast,2,90
51025,Masala dosa,Breakfast,3,90
51025,Orange juice,Juice,1,70
51026,Masala dosa,Breakfast,3,90
51026,Sandwich,Snacks,2,70
51027,Masala dosa,Breakfast,1,90
51027,Idli,Breakfast,1,50
51027,Masala chai,Chai & coffee,1,30
51028,Misal pav,Breakfast,1,90
51028,Filter coffee,Chai & coffee,2,40
51028,Vada pav,Snacks,2,30
51029,Jalebi,Sweets,1,40
51029,Misal pav,Breakfast,1,90
51030,Pesarattu,Breakfast,1,80
51031,Pesarattu,Breakfast,2,80
51032,Pesarattu,Breakfast,2,80
51033,Masala chai,Chai & coffee,1,30
51033,Masala dosa,Breakfast,1,90
51034,Pesarattu,Breakfast,1,80
51034,Cold coffee,Chai & coffee,1,90
51034,Upma,Breakfast,1,60
51034,Filter coffee,Chai & coffee,2,40
51035,Masala dosa,Breakfast,1,90
51035,Vada pav,Snacks,1,30
51036,Upma,Breakfast,1,60
51037,Upma,Breakfast,2,60
51037,Jalebi,Sweets,1,40
51038,Misal pav,Breakfast,2,90
51039,Filter coffee,Chai & coffee,2,40
51040,Orange juice,Juice,1,70
51040,Pesarattu,Breakfast,1,80
51040,Cold coffee,Chai & coffee,1,90
51041,Masala dosa,Breakfast,1,90
51042,Vada pav,Snacks,1,30
51042,Poha,Breakfast,1,60
51043,Masala dosa,Breakfast,2,90
51044,Vada pav,Snacks,2,30
51044,Idli,Breakfast,1,50
51045,Poha,Breakfast,1,60
51046,Filter coffee,Chai & coffee,2,40
51047,Vada pav,Snacks,2,30
51048,Masala dosa,Breakfast,2,90
51048,Cold coffee,Chai & coffee,2,90
51049,Cold coffee,Chai & coffee,1,90
51049,Misal pav,Breakfast,3,90
51050,Masala dosa,Breakfast,2,90
51051,Misal pav,Breakfast,1,90
51051,Vada pav,Snacks,3,30
51052,Upma,Breakfast,2,60
51052,Jalebi,Sweets,2,40
51052,Vada pav,Snacks,3,30
51053,Upma,Breakfast,1,60
51053,Vada pav,Snacks,1,30
51053,Jalebi,Sweets,1,40
51054,Filter coffee,Chai & coffee,1,40
51054,Idli,Breakfast,1,50
51054,Upma,Breakfast,1,60
51054,Vada pav,Snacks,1,30
51055,Masala chai,Chai & coffee,1,30
51055,Misal pav,Breakfast,1,90
51055,Sandwich,Snacks,2,70
51055,Vada pav,Snacks,1,30
51055,Orange juice,Juice,2,70
51056,Pesarattu,Breakfast,1,80
51056,Cold coffee,Chai & coffee,1,90
51056,Orange juice,Juice,1,70
51057,Filter coffee,Chai & coffee,1,40
51057,Vada pav,Snacks,2,30
51057,Upma,Breakfast,1,60
51057,Poha,Breakfast,1,60
51058,Poha,Breakfast,2,60
51058,Filter coffee,Chai & coffee,1,40
51058,Masala dosa,Breakfast,1,90
51059,Poha,Breakfast,2,60
51059,Idli,Breakfast,2,50
51060,Masala dosa,Breakfast,1,90
51060,Vada pav,Snacks,1,30
51061,Poha,Breakfast,2,60
51061,Masala dosa,Breakfast,2,90
51062,Idli,Breakfast,1,50
51062,Jalebi,Sweets,2,40
51063,Pesarattu,Breakfast,1,80
51064,Orange juice,Juice,1,70
51064,Pesarattu,Breakfast,1,80
51064,Cold coffee,Chai & coffee,2,90
51065,Idli,Breakfast,2,50
51065,Poha,Breakfast,1,60
51066,Idli,Breakfast,1,50
51066,Sandwich,Snacks,2,70
51066,Pesarattu,Breakfast,1,80
51067,Filter coffee,Chai & coffee,1,40
51068,Cold coffee,Chai & coffee,2,90
51068,Masala dosa,Breakfast,1,90
51069,Cold coffee,Chai & coffee,1,90
51069,Filter coffee,Chai & coffee,1,40
51070,Vada pav,Snacks,2,30
51071,Misal pav,Breakfast,1,90
51072,Upma,Breakfast,2,60
51073,Cold coffee,Chai & coffee,1,90
51074,Cold coffee,Chai & coffee,1,90
51074,Vada pav,Snacks,1,30
51075,Cold coffee,Chai & coffee,2,90
51076,Masala chai,Chai & coffee,2,30
51077,Upma,Breakfast,1,60
51078,Vada pav,Snacks,3,30
51079,Cold coffee,Chai & coffee,2,90
51080,Poha,Breakfast,1,60
51080,Cold coffee,Chai & coffee,1,90
51080,Orange juice,Juice,1,70
51081,Idli,Breakfast,1,50
51081,Misal pav,Breakfast,1,90
51081,Masala chai,Chai & coffee,1,30
51082,Jalebi,Sweets,1,40
51082,Poha,Breakfast,1,60
51082,Misal pav,Breakfast,1,90
51082,Pesarattu,Breakfast,1,80
51083,Upma,Breakfast,1,60
51083,Poha,Breakfast,1,60
51083,Misal pav,Breakfast,1,90
51084,Upma,Breakfast,1,60
51084,Misal pav,Breakfast,1,90
51084,Masala chai,Chai & coffee,1,30
51084,Pesarattu,Breakfast,1,80
51085,Misal pav,Breakfast,1,90
51085,Poha,Breakfast,1,60
51085,Jalebi,Sweets,1,40
51085,Vada pav,Snacks,1,30
51086,Poha,Breakfast,1,60
51086,Misal pav,Breakfast,1,90
51086,Jalebi,Sweets,1,40
51086,Vada pav,Snacks,1,30
51087,Vada pav,Snacks,2,30
51087,Masala chai,Chai & coffee,1,30
51087,Pesarattu,Breakfast,1,80
