order_id,customer_id,order_date,status,order_value
50732,2620,2026-04-20,delivered,390
50733,3243,2026-04-20,delivered,30
50734,3100,2026-04-20,delivered,280
50735,2412,2026-04-20,delivered,320
50736,2285,2026-04-20,delivered,60
50737,1138,2026-04-20,delivered,270
50738,2083,2026-04-20,delivered,270
50739,3005,2026-04-20,delivered,220
50740,3294,2026-04-20,delivered,30
50741,1042,2026-04-20,delivered,140
50742,2199,2026-04-20,delivered,180
50743,1536,2026-04-20,delivered,150
50744,1608,2026-04-20,delivered,250
50745,2454,2026-04-20,delivered,180
50746,2273,2026-04-20,delivered,470
50747,2776,2026-04-20,delivered,180
50748,2011,2026-04-20,delivered,60
50749,3144,2026-04-20,delivered,80
50750,2273,2026-04-20,delivered,90
50751,1083,2026-04-20,delivered,330
50752,1155,2026-04-20,delivered,180
50753,2708,2026-04-20,delivered,220
50754,2399,2026-04-20,delivered,260
50755,1519,2026-04-20,delivered,400
50756,1691,2026-04-20,delivered,210
50757,1083,2026-04-20,delivered,190
50758,2591,2026-04-20,delivered,390
50759,1176,2026-04-20,delivered,510
50760,1395,2026-04-20,delivered,60
50761,1550,2026-04-20,delivered,230
50762,2490,2026-04-20,delivered,100
50763,2869,2026-04-20,delivered,90
50764,2495,2026-04-20,delivered,90
50765,1837,2026-04-20,cancelled,90
50766,1526,2026-04-20,delivered,130
50767,3011,2026-04-20,delivered,160
50768,2304,2026-04-20,delivered,310
50769,1421,2026-04-20,delivered,250
50770,2875,2026-04-20,delivered,350
50771,2725,2026-04-20,delivered,30
50772,1978,2026-04-20,delivered,90
50773,2603,2026-04-20,delivered,100
50774,1959,2026-04-20,delivered,100
50775,1839,2026-04-20,delivered,50
50776,1089,2026-04-20,delivered,110
50777,2295,2026-04-20,delivered,260
50778,1832,2026-04-20,delivered,210
50779,2719,2026-04-20,delivered,100
50780,1462,2026-04-20,delivered,370
50781,2657,2026-04-21,delivered,160
50782,1401,2026-04-21,delivered,120
50783,1165,2026-04-21,delivered,40
50784,3243,2026-04-21,delivered,270
50785,1536,2026-04-21,delivered,200
50786,1052,2026-04-21,delivered,170
50787,1139,2026-04-21,delivered,140
50788,2641,2026-04-21,delivered,60
50789,2932,2026-04-21,delivered,60
50790,2814,2026-04-21,delivered,480
50791,1887,2026-04-21,cancelled,80
50792,1901,2026-04-21,delivered,80
50793,3290,2026-04-21,delivered,80
50794,2901,2026-04-21,delivered,280
50795,1441,2026-04-21,delivered,260
50796,2098,2026-04-21,delivered,160
50797,2098,2026-04-21,delivered,260
50798,3298,2026-04-21,cancelled,300
50799,2276,2026-04-21,cancelled,80
50800,2244,2026-04-21,delivered,190
50801,2519,2026-04-21,delivered,240
50802,1054,2026-04-21,delivered,160
50803,1312,2026-04-21,delivered,210
50804,2422,2026-04-21,delivered,90
50805,3132,2026-04-21,delivered,80
50806,2206,2026-04-21,delivered,90
50807,2725,2026-04-21,delivered,120
50808,2931,2026-04-21,cancelled,330
50809,1834,2026-04-21,delivered,270
50810,2447,2026-04-21,delivered,90
50811,3029,2026-04-22,delivered,200
50812,2021,2026-04-22,delivered,70
50813,1634,2026-04-22,delivered,210
50814,1870,2026-04-22,delivered,120
50815,1350,2026-04-22,delivered,90
50816,2261,2026-04-22,delivered,140
50817,1510,2026-04-22,delivered,210
50818,2044,2026-04-22,delivered,180
50819,2115,2026-04-22,delivered,240
50820,1488,2026-04-22,delivered,240
50821,1835,2026-04-22,delivered,260
50822,2622,2026-04-22,delivered,60
50823,2011,2026-04-22,delivered,100
50824,3144,2026-04-22,delivered,40
50825,1484,2026-04-22,cancelled,340
50826,1073,2026-04-22,delivered,220
50827,2734,2026-04-22,delivered,320
50828,1441,2026-04-22,delivered,240
50829,2564,2026-04-22,delivered,160
50830,2336,2026-04-22,delivered,190
50831,1372,2026-04-22,delivered,220
50832,2464,2026-04-22,delivered,170
50833,2276,2026-04-22,delivered,180
50834,1248,2026-04-22,cancelled,180
50835,3054,2026-04-22,delivered,440
50836,1926,2026-04-22,cancelled,120
50837,1594,2026-04-22,cancelled,100
50838,2977,2026-04-22,delivered,130
50839,1431,2026-04-22,cancelled,300
50840,3089,2026-04-22,delivered,140
50841,2551,2026-04-22,delivered,330
50842,2361,2026-04-22,delivered,220
50843,1097,2026-04-22,delivered,300
50844,2220,2026-04-22,delivered,140
50845,1942,2026-04-22,delivered,130
50846,1113,2026-04-22,delivered,120
50847,1462,2026-04-22,delivered,50
50848,2159,2026-04-22,delivered,230
50849,1371,2026-04-23,delivered,100
50850,1064,2026-04-23,delivered,60
50851,1613,2026-04-23,delivered,330
50852,2700,2026-04-23,delivered,240
50853,2174,2026-04-23,cancelled,280
50854,1816,2026-04-23,delivered,70
50855,2306,2026-04-23,delivered,180
50856,1553,2026-04-23,delivered,240
50857,3046,2026-04-23,delivered,30
50858,3287,2026-04-23,delivered,60
50859,1164,2026-04-23,cancelled,50
50860,2456,2026-04-23,delivered,240
50861,3071,2026-04-23,delivered,70
50862,2832,2026-04-23,delivered,290
50863,3278,2026-04-23,delivered,150
50864,2763,2026-04-23,delivered,220
50865,2191,2026-04-23,delivered,260
50866,2434,2026-04-23,delivered,70
50867,1642,2026-04-23,cancelled,190
50868,1032,2026-04-23,delivered,170
50869,1987,2026-04-23,cancelled,490
50870,3233,2026-04-23,delivered,200
50871,2841,2026-04-23,delivered,370
50872,1930,2026-04-23,delivered,100
50873,1318,2026-04-23,delivered,130
50874,2211,2026-04-23,delivered,60
50875,1170,2026-04-23,delivered,80
50876,2023,2026-04-23,delivered,170
50877,3011,2026-04-23,delivered,210
50878,2146,2026-04-23,delivered,170
50879,1152,2026-04-23,delivered,70
50880,1090,2026-04-23,delivered,90
50881,2643,2026-04-23,delivered,190
50882,1899,2026-04-23,delivered,120
50883,2780,2026-04-23,delivered,160
50884,2666,2026-04-23,delivered,200
50885,1504,2026-04-23,delivered,180
50886,1714,2026-04-23,delivered,250
50887,2766,2026-04-23,delivered,130
50888,2588,2026-04-24,delivered,50
50889,3159,2026-04-24,delivered,140
50890,1219,2026-04-24,delivered,110
50891,3029,2026-04-24,delivered,330
50892,2849,2026-04-24,delivered,120
50893,1911,2026-04-24,cancelled,120
50894,1573,2026-04-24,delivered,40
50895,3253,2026-04-24,delivered,450
50896,2997,2026-04-24,delivered,60
50897,2934,2026-04-24,delivered,120
50898,1697,2026-04-24,delivered,90
50899,2632,2026-04-24,delivered,70
50900,1441,2026-04-24,delivered,240
50901,2865,2026-04-24,delivered,270
50902,2596,2026-04-24,delivered,410
50903,2479,2026-04-24,delivered,330
50904,1287,2026-04-24,delivered,260
50905,2874,2026-04-24,delivered,280
50906,1813,2026-04-24,delivered,240
50907,2558,2026-04-24,delivered,310
50908,2866,2026-04-24,delivered,190
50909,2292,2026-04-24,delivered,380
50910,1836,2026-04-24,delivered,340
50911,1776,2026-04-24,delivered,310
50912,2386,2026-04-24,delivered,400
50913,1032,2026-04-24,delivered,350
50914,2896,2026-04-24,delivered,380
50915,1957,2026-04-24,delivered,260
50916,2597,2026-04-24,delivered,140
50917,3317,2026-04-24,delivered,180
50918,1276,2026-04-24,delivered,170
50919,1610,2026-04-24,delivered,80
50920,1791,2026-04-24,delivered,180
50921,1909,2026-04-24,delivered,280
50922,3093,2026-04-24,delivered,50
50923,1961,2026-04-24,delivered,110
50924,2699,2026-04-24,delivered,70
50925,2582,2026-04-24,delivered,230
50926,3262,2026-04-24,cancelled,300
50927,1997,2026-04-24,delivered,160
50928,1268,2026-04-24,delivered,130
50929,3140,2026-04-24,delivered,50
50930,2387,2026-04-24,cancelled,130
50931,3094,2026-04-25,delivered,120
50932,1835,2026-04-25,delivered,120
50933,3073,2026-04-25,delivered,240
50934,1467,2026-04-25,delivered,60
50935,2641,2026-04-25,cancelled,50
50936,1612,2026-04-25,delivered,270
50937,2651,2026-04-25,delivered,120
50938,2732,2026-04-25,delivered,150
50939,1702,2026-04-25,delivered,270
50940,1735,2026-04-25,delivered,230
50941,2590,2026-04-25,delivered,300
50942,2341,2026-04-25,delivered,240
50943,1818,2026-04-25,delivered,170
50944,2994,2026-04-25,delivered,250
50945,1774,2026-04-25,delivered,240
50946,1796,2026-04-25,delivered,200
50947,2943,2026-04-25,delivered,190
50948,1369,2026-04-25,delivered,180
50949,3045,2026-04-25,delivered,90
50950,2597,2026-04-25,delivered,190
50951,2829,2026-04-25,delivered,90
50952,3042,2026-04-25,delivered,110
50953,1933,2026-04-25,delivered,140
50954,1311,2026-04-25,delivered,130
50955,2983,2026-04-25,delivered,100
50956,1714,2026-04-25,delivered,220
50957,2437,2026-04-25,delivered,40
50958,1390,2026-04-25,delivered,140
50959,3149,2026-04-25,delivered,70
50960,1123,2026-04-25,delivered,150
50961,1107,2026-04-26,delivered,240
50962,3254,2026-04-26,cancelled,120
50963,2119,2026-04-26,delivered,260
50964,2372,2026-04-26,delivered,440
50965,2997,2026-04-26,delivered,120
50966,1856,2026-04-26,delivered,180
50967,2392,2026-04-26,delivered,60
50968,2619,2026-04-26,cancelled,270
50969,1571,2026-04-26,delivered,60
50970,2450,2026-04-26,delivered,240
50971,1475,2026-04-26,delivered,180
50972,2662,2026-04-26,delivered,130
50973,2469,2026-04-26,delivered,210
50974,1843,2026-04-26,delivered,250
50975,2647,2026-04-26,delivered,180
50976,3162,2026-04-26,delivered,270
50977,3176,2026-04-26,delivered,260
50978,2390,2026-04-26,delivered,270
50979,3281,2026-04-26,delivered,40
50980,3053,2026-04-26,delivered,160
50981,2533,2026-04-26,delivered,80
50982,1150,2026-04-26,delivered,250
50983,2490,2026-04-26,delivered,160
50984,3025,2026-04-26,delivered,180
50985,2092,2026-04-26,delivered,120
50986,1311,2026-04-26,delivered,180
50987,3228,2026-04-26,cancelled,220
50988,2741,2026-04-26,delivered,290
50989,1684,2026-04-26,delivered,90
50990,2602,2026-04-26,delivered,80
50991,1268,2026-04-26,delivered,70
50992,1801,2026-04-26,cancelled,60
50993,1390,2026-04-26,delivered,40
50994,1096,2026-04-26,delivered,80
50995,1491,2026-04-26,delivered,110
50996,2087,2026-04-26,delivered,180
50997,2041,2026-04-26,delivered,270
50998,1602,2026-04-26,delivered,290
50999,1472,2026-04-26,delivered,180
51000,1365,2026-04-27,cancelled,280
51001,3029,2026-04-27,delivered,30
51002,2392,2026-04-27,delivered,210
51003,1025,2026-04-27,delivered,150
51004,2053,2026-04-27,delivered,410
51005,1359,2026-04-27,delivered,290
51006,1608,2026-04-27,delivered,180
51007,1901,2026-04-27,delivered,40
51008,1120,2026-04-27,delivered,60
51009,2083,2026-04-27,delivered,180
51010,2742,2026-04-27,delivered,90
51011,1253,2026-04-27,delivered,50
51012,1929,2026-04-27,delivered,280
51013,2165,2026-04-27,delivered,250
51014,1438,2026-04-27,delivered,110
51015,3074,2026-04-27,delivered,170
51016,1836,2026-04-27,delivered,270
51017,1559,2026-04-27,delivered,230
51018,1309,2026-04-27,cancelled,360
51019,2114,2026-04-27,delivered,320
51020,1562,2026-04-27,delivered,130
51021,3087,2026-04-27,delivered,270
51022,2092,2026-04-27,delivered,90
51023,2637,2026-04-27,delivered,150
51024,3196,2026-04-27,cancelled,180
51025,3219,2026-04-27,delivered,340
51026,2899,2026-04-27,delivered,410
51027,2363,2026-04-27,delivered,170
51028,1469,2026-04-27,delivered,230
51029,3041,2026-04-27,delivered,130
51030,2898,2026-04-27,delivered,80
51031,1022,2026-04-27,delivered,160
51032,2198,2026-04-27,delivered,160
51033,2088,2026-04-27,delivered,120
51034,1136,2026-04-27,delivered,310
51035,1603,2026-04-27,delivered,120
51036,1123,2026-04-27,delivered,60
51037,1946,2026-04-27,delivered,160
51038,2569,2026-04-27,delivered,180
51039,3193,2026-04-28,delivered,80
51040,2781,2026-04-28,delivered,240
51041,1434,2026-04-28,delivered,90
51042,3144,2026-04-28,delivered,90
51043,2770,2026-04-28,delivered,180
51044,2009,2026-04-28,delivered,110
51045,2659,2026-04-28,delivered,60
51046,2831,2026-04-28,delivered,80
51047,3101,2026-04-28,cancelled,60
51048,1423,2026-04-28,delivered,360
51049,1783,2026-04-28,delivered,360
51050,2250,2026-04-28,delivered,180
51051,3098,2026-04-28,delivered,180
51052,1783,2026-04-28,delivered,290
51053,1206,2026-04-28,delivered,130
51054,1246,2026-04-28,delivered,180
51055,3109,2026-04-28,delivered,430
51056,2832,2026-04-28,delivered,240
51057,1373,2026-04-28,delivered,220
51058,2790,2026-04-28,delivered,250
51059,1312,2026-04-28,delivered,220
51060,2847,2026-04-28,delivered,120
51061,1465,2026-04-28,delivered,300
51062,3163,2026-04-28,delivered,130
51063,2896,2026-04-28,delivered,80
51064,3027,2026-04-28,delivered,330
51065,1647,2026-04-28,delivered,160
51066,1915,2026-04-28,delivered,270
51067,3179,2026-04-28,delivered,40
51068,2364,2026-04-28,delivered,270
51069,1113,2026-04-28,delivered,130
51070,2216,2026-04-29,delivered,60
51071,2019,2026-04-29,delivered,90
51072,3005,2026-04-29,delivered,120
51073,2223,2026-04-29,delivered,90
51074,3034,2026-04-29,delivered,120
51075,1773,2026-04-29,delivered,180
51076,1847,2026-04-29,cancelled,60
51077,1042,2026-04-29,delivered,60
51078,1547,2026-04-29,delivered,90
51079,3362,2026-04-29,cancelled,180
51080,2319,2026-04-29,delivered,220
51081,2235,2026-04-29,delivered,170
51082,1144,2026-04-29,delivered,270
51083,2590,2026-04-29,delivered,210
51084,3307,2026-04-29,delivered,260
51085,2243,2026-04-29,cancelled,220
51086,2647,2026-04-29,delivered,220
51087,1606,2026-04-29,delivered,260
51088,2380,2026-04-29,delivered,330
51089,1380,2026-04-29,delivered,150
51090,3256,2026-04-29,delivered,200
51091,2865,2026-04-29,delivered,230
51092,3231,2026-04-29,delivered,130
51093,2481,2026-04-29,delivered,180
51094,2049,2026-04-29,delivered,40
51095,1101,2026-04-29,delivered,190
51096,2735,2026-04-29,delivered,130
51097,1396,2026-04-29,delivered,120
51098,1318,2026-04-29,delivered,170
51099,3196,2026-04-29,cancelled,190
51100,3102,2026-04-29,delivered,270
51101,2607,2026-04-29,delivered,420
51102,1297,2026-04-29,delivered,150
51103,3275,2026-04-29,delivered,350
51104,3275,2026-04-29,delivered,180
51105,1898,2026-04-29,delivered,350
51106,2931,2026-04-29,delivered,120
51107,3059,2026-04-29,delivered,200
51108,1463,2026-04-29,delivered,90
51109,3342,2026-04-29,delivered,90
51110,1523,2026-04-29,delivered,30
51111,2804,2026-04-29,delivered,160
51112,1845,2026-04-29,delivered,30
51113,3236,2026-04-30,delivered,90
51114,1553,2026-04-30,delivered,60
51115,2727,2026-04-30,delivered,40
51116,1869,2026-04-30,delivered,430
51117,2432,2026-04-30,delivered,90
51118,2266,2026-04-30,delivered,250
51119,3071,2026-04-30,delivered,410
51120,1980,2026-04-30,delivered,420
51121,1856,2026-04-30,delivered,180
51122,2002,2026-04-30,delivered,90
51123,2319,2026-04-30,delivered,260
51124,1100,2026-04-30,cancelled,240
51125,3237,2026-04-30,delivered,320
51126,2562,2026-04-30,delivered,290
51127,1521,2026-04-30,cancelled,270
51128,3092,2026-04-30,cancelled,220
51129,2694,2026-04-30,delivered,210
51130,2673,2026-04-30,delivered,370
51131,3256,2026-04-30,delivered,320
51132,1244,2026-04-30,delivered,320
51133,2373,2026-04-30,delivered,290
51134,2961,2026-04-30,delivered,230
51135,3323,2026-04-30,delivered,260
51136,3000,2026-04-30,delivered,280
51137,2771,2026-04-30,delivered,200
51138,1609,2026-04-30,delivered,150
51139,2443,2026-04-30,delivered,160
51140,2269,2026-04-30,delivered,120
51141,2049,2026-04-30,delivered,200
51142,2765,2026-04-30,delivered,180
51143,3291,2026-04-30,delivered,180
51144,1910,2026-04-30,delivered,40
51145,3201,2026-04-30,delivered,240
51146,2483,2026-04-30,delivered,150
51147,3197,2026-04-30,delivered,80
51148,1290,2026-04-30,delivered,200
51149,1363,2026-04-30,delivered,50
51150,2601,2026-04-30,delivered,160
51151,2248,2026-05-01,delivered,270
51152,3166,2026-05-01,delivered,90
51153,1063,2026-05-01,delivered,140
51154,2053,2026-05-01,delivered,40
51155,1242,2026-05-01,delivered,380
51156,2620,2026-05-01,delivered,180
51157,3229,2026-05-01,delivered,60
51158,2554,2026-05-01,delivered,100
51159,2185,2026-05-01,delivered,90
51160,1597,2026-05-01,delivered,310
51161,2394,2026-05-01,delivered,380
51162,2704,2026-05-01,delivered,360
51163,1597,2026-05-01,delivered,230
51164,1121,2026-05-01,delivered,210
51165,1963,2026-05-01,delivered,200
51166,2708,2026-05-01,delivered,410
51167,1579,2026-05-01,delivered,270
51168,2764,2026-05-01,delivered,370
51169,2049,2026-05-01,delivered,460
51170,1135,2026-05-01,delivered,140
51171,1309,2026-05-01,delivered,40
51172,2952,2026-05-01,delivered,70
51173,1610,2026-05-01,delivered,130
51174,2778,2026-05-01,cancelled,180
51175,1478,2026-05-01,cancelled,210
51176,1115,2026-05-01,delivered,170
51177,2536,2026-05-01,delivered,210
51178,2070,2026-05-01,delivered,90
51179,3107,2026-05-01,cancelled,230
51180,2931,2026-05-01,delivered,120
51181,1045,2026-05-01,delivered,130
51182,2379,2026-05-01,delivered,120
51183,2361,2026-05-01,delivered,50
51184,1290,2026-05-01,delivered,140
51185,2117,2026-05-01,delivered,190
51186,2356,2026-05-01,delivered,90
51187,1822,2026-05-01,delivered,50
51188,3310,2026-05-01,delivered,100
51189,3192,2026-05-01,delivered,50
51190,3271,2026-05-01,delivered,50
51191,2265,2026-05-01,delivered,180
51192,1219,2026-05-02,cancelled,180
51193,2810,2026-05-02,delivered,40
51194,2668,2026-05-02,cancelled,80
51195,1401,2026-05-02,delivered,90
51196,1572,2026-05-02,delivered,140
51197,1350,2026-05-02,delivered,270
51198,3166,2026-05-02,delivered,220
51199,1553,2026-05-02,delivered,120
51200,1929,2026-05-02,delivered,350
51201,2647,2026-05-02,delivered,190
51202,3110,2026-05-02,delivered,230
51203,2373,2026-05-02,delivered,200
51204,2733,2026-05-02,cancelled,250
51205,2628,2026-05-02,delivered,340
51206,1580,2026-05-02,delivered,200
51207,2165,2026-05-02,delivered,180
51208,1317,2026-05-02,delivered,280
51209,3146,2026-05-02,delivered,320
51210,1135,2026-05-02,delivered,110
51211,1303,2026-05-02,delivered,100
51212,2320,2026-05-02,delivered,90
51213,3163,2026-05-02,delivered,200
51214,2034,2026-05-02,delivered,270
51215,1234,2026-05-02,delivered,280
51216,1477,2026-05-02,delivered,180
51217,2400,2026-05-02,delivered,260
51218,2096,2026-05-02,delivered,60
51219,1777,2026-05-02,delivered,330
51220,1336,2026-05-02,delivered,80
51221,2388,2026-05-02,delivered,40
51222,1115,2026-05-02,delivered,120
51223,3258,2026-05-02,delivered,300
51224,1304,2026-05-02,delivered,170
51225,2898,2026-05-02,delivered,120
51226,1978,2026-05-02,delivered,30
51227,1249,2026-05-02,delivered,140
51228,1970,2026-05-02,delivered,30
51229,2427,2026-05-02,delivered,90
51230,1558,2026-05-02,delivered,180
51231,1051,2026-05-02,delivered,70
51232,1235,2026-05-02,delivered,100
51233,1558,2026-05-02,delivered,110
51234,2356,2026-05-02,delivered,210
51235,2212,2026-05-02,delivered,400
51236,3140,2026-05-02,cancelled,120
51237,1722,2026-05-03,delivered,180
51238,2651,2026-05-03,delivered,180
51239,1172,2026-05-03,delivered,90
51240,2997,2026-05-03,delivered,320
51241,2951,2026-05-03,delivered,100
51242,1080,2026-05-03,delivered,120
51243,2658,2026-05-03,delivered,360
51244,1649,2026-05-03,delivered,100
51245,2284,2026-05-03,delivered,90
51246,2333,2026-05-03,cancelled,150
51247,1573,2026-05-03,delivered,120
51248,3166,2026-05-03,cancelled,60
51249,1243,2026-05-03,delivered,220
51250,2918,2026-05-03,delivered,210
51251,3139,2026-05-03,delivered,150
51252,1121,2026-05-03,delivered,220
51253,2936,2026-05-03,delivered,180
51254,1843,2026-05-03,delivered,170
51255,2590,2026-05-03,delivered,250
51256,2121,2026-05-03,delivered,130
51257,1734,2026-05-03,cancelled,150
51258,1762,2026-05-03,delivered,310
51259,2396,2026-05-03,delivered,240
51260,1563,2026-05-03,delivered,300
51261,2039,2026-05-03,delivered,360
51262,2141,2026-05-03,delivered,80
51263,1778,2026-05-03,delivered,170
51264,1644,2026-05-03,delivered,130
51265,2937,2026-05-03,delivered,260
51266,1039,2026-05-03,delivered,40
51267,3067,2026-05-03,delivered,270
51268,1335,2026-05-03,cancelled,80
51269,2233,2026-05-03,delivered,180
51270,1997,2026-05-03,cancelled,40
51271,3262,2026-05-03,delivered,440
51272,2404,2026-05-03,delivered,350
51273,2945,2026-05-03,delivered,90
51274,2679,2026-05-03,delivered,30
51275,1397,2026-05-03,cancelled,120
51276,3038,2026-05-03,delivered,90
51277,3013,2026-05-03,delivered,160
51278,1168,2026-05-03,delivered,150
51279,2293,2026-05-03,delivered,200
51280,1634,2026-05-04,delivered,120
51281,3128,2026-05-04,delivered,350
51282,2683,2026-05-04,delivered,190
51283,1253,2026-05-04,cancelled,200
51284,1040,2026-05-04,cancelled,180
51285,1623,2026-05-04,delivered,80
51286,1042,2026-05-04,delivered,120
51287,2273,2026-05-04,delivered,300
51288,3078,2026-05-04,delivered,390
51289,2659,2026-05-04,delivered,350
51290,1071,2026-05-04,delivered,270
51291,1614,2026-05-04,delivered,210
51292,1614,2026-05-04,delivered,450
51293,1884,2026-05-04,delivered,270
51294,2612,2026-05-04,delivered,230
51295,2691,2026-05-04,delivered,250
51296,1567,2026-05-04,delivered,300
51297,1508,2026-05-04,delivered,110
51298,1618,2026-05-04,delivered,130
51299,1318,2026-05-04,delivered,60
51300,1486,2026-05-04,delivered,330
51301,3053,2026-05-04,delivered,210
51302,2677,2026-05-04,delivered,120
51303,3171,2026-05-04,delivered,210
51304,1151,2026-05-04,delivered,90
51305,1905,2026-05-04,delivered,240
51306,2723,2026-05-04,delivered,170
51307,2773,2026-05-04,delivered,310
51308,2489,2026-05-04,delivered,240
51309,1014,2026-05-04,delivered,230
51310,2431,2026-05-04,delivered,320
51311,2159,2026-05-04,delivered,90
51312,1534,2026-05-04,delivered,50
51313,1283,2026-05-04,delivered,100
51314,2348,2026-05-04,cancelled,210
51315,1094,2026-05-04,delivered,150
51316,2058,2026-05-04,delivered,70
51317,1854,2026-05-04,delivered,60
51318,3253,2026-05-05,delivered,330
51319,3340,2026-05-05,delivered,270
51320,3384,2026-05-05,delivered,300
51321,3242,2026-05-05,cancelled,280
51322,1162,2026-05-05,delivered,210
51323,2266,2026-05-05,delivered,210
51324,1219,2026-05-05,delivered,270
51325,2185,2026-05-05,delivered,60
51326,3078,2026-05-05,delivered,360
51327,1760,2026-05-05,delivered,240
51328,1663,2026-05-05,delivered,220
51329,2280,2026-05-05,delivered,260
51330,2558,2026-05-05,delivered,260
51331,3162,2026-05-05,delivered,210
51332,2647,2026-05-05,delivered,230
51333,3233,2026-05-05,delivered,240
51334,1934,2026-05-05,delivered,70
51335,2096,2026-05-05,delivered,120
51336,1478,2026-05-05,delivered,130
51337,1617,2026-05-05,delivered,210
51338,1954,2026-05-05,delivered,30
51339,1059,2026-05-05,delivered,250
51340,2311,2026-05-05,delivered,160
51341,2136,2026-05-05,delivered,220
51342,2495,2026-05-05,delivered,30
51343,2567,2026-05-05,delivered,240
51344,1404,2026-05-05,delivered,270
51345,1977,2026-05-05,delivered,290
51346,2381,2026-05-05,delivered,70
51347,1452,2026-05-05,delivered,90
51348,1832,2026-05-05,delivered,160
51349,1687,2026-05-05,delivered,120
51350,1102,2026-05-05,delivered,90
51351,2356,2026-05-05,delivered,360
51352,2167,2026-05-05,delivered,130
51353,2990,2026-05-05,delivered,70
51354,2569,2026-05-05,cancelled,80
51355,1558,2026-05-05,delivered,390
51356,3205,2026-05-06,delivered,190
51357,2330,2026-05-06,delivered,60
51358,2389,2026-05-06,delivered,180
51359,2059,2026-05-06,delivered,120
51360,1705,2026-05-06,delivered,30
51361,2575,2026-05-06,delivered,150
51362,1886,2026-05-06,delivered,50
51363,3382,2026-05-06,delivered,90
51364,1030,2026-05-06,delivered,390
51365,1498,2026-05-06,delivered,60
51366,3332,2026-05-06,delivered,60
51367,2144,2026-05-06,delivered,180
51368,2810,2026-05-06,delivered,350
51369,2752,2026-05-06,delivered,180
51370,2503,2026-05-06,delivered,360
51371,2809,2026-05-06,delivered,160
51372,1614,2026-05-06,delivered,200
51373,2532,2026-05-06,delivered,300
51374,3152,2026-05-06,delivered,220
51375,3121,2026-05-06,delivered,200
51376,3345,2026-05-06,delivered,220
51377,3209,2026-05-06,delivered,200
51378,2377,2026-05-06,delivered,310
51379,1985,2026-05-06,delivered,240
51380,1369,2026-05-06,cancelled,140
51381,1779,2026-05-06,delivered,30
51382,1090,2026-05-06,delivered,70
51383,1694,2026-05-06,delivered,90
51384,2603,2026-05-06,delivered,270
51385,2015,2026-05-06,delivered,140
51386,2247,2026-05-06,delivered,140
51387,1767,2026-05-06,delivered,110
51388,2051,2026-05-06,delivered,60
51389,2544,2026-05-06,delivered,240
51390,1791,2026-05-06,delivered,320
51391,3363,2026-05-06,delivered,240
51392,2487,2026-05-06,delivered,180
51393,1439,2026-05-06,delivered,100
51394,1390,2026-05-06,delivered,40
51395,2779,2026-05-06,cancelled,130
51396,3361,2026-05-07,delivered,270
51397,2881,2026-05-07,delivered,330
51398,1143,2026-05-07,delivered,30
51399,1253,2026-05-07,delivered,180
51400,1093,2026-05-07,delivered,180
51401,1634,2026-05-07,delivered,180
51402,3033,2026-05-07,delivered,140
51403,1251,2026-05-07,delivered,270
51404,2959,2026-05-07,delivered,330
51405,1806,2026-05-07,delivered,140
51406,1026,2026-05-07,delivered,180
51407,2554,2026-05-07,delivered,270
51408,1771,2026-05-07,delivered,230
51409,2292,2026-05-07,delivered,250
51410,1133,2026-05-07,delivered,180
51411,3152,2026-05-07,delivered,270
51412,2865,2026-05-07,delivered,200
51413,1982,2026-05-07,delivered,180
51414,3168,2026-05-07,delivered,90
51415,1061,2026-05-07,delivered,190
51416,1657,2026-05-07,delivered,210
51417,2794,2026-05-07,delivered,150
51418,2495,2026-05-07,delivered,150
51419,3394,2026-05-07,cancelled,90
51420,1176,2026-05-07,delivered,310
51421,1896,2026-05-07,delivered,150
51422,1029,2026-05-07,delivered,300
51423,1933,2026-05-07,delivered,80
51424,1124,2026-05-07,cancelled,230
51425,2609,2026-05-07,delivered,60
51426,3272,2026-05-07,delivered,410
51427,1731,2026-05-07,delivered,180
51428,3372,2026-05-07,delivered,80
51429,2348,2026-05-07,delivered,90
51430,2593,2026-05-07,delivered,90
51431,3310,2026-05-07,delivered,130
51432,1619,2026-05-07,delivered,130
51433,2035,2026-05-07,delivered,240
51434,2742,2026-05-08,delivered,60
51435,2830,2026-05-08,delivered,430
51436,2631,2026-05-08,delivered,70
51437,2651,2026-05-08,delivered,80
51438,2707,2026-05-08,delivered,40
51439,1016,2026-05-08,delivered,40
51440,2389,2026-05-08,cancelled,230
51441,2814,2026-05-08,delivered,60
51442,2307,2026-05-08,cancelled,260
51443,2675,2026-05-08,cancelled,40
51444,2530,2026-05-08,delivered,80
51445,1673,2026-05-08,delivered,180
51446,1590,2026-05-08,delivered,190
51447,3146,2026-05-08,delivered,250
51448,2833,2026-05-08,cancelled,200
51449,3307,2026-05-08,delivered,180
51450,2147,2026-05-08,delivered,280
51451,2151,2026-05-08,delivered,190
51452,1542,2026-05-08,delivered,300
51453,1776,2026-05-08,delivered,400
51454,2469,2026-05-08,delivered,280
51455,1368,2026-05-08,delivered,160
51456,2915,2026-05-08,delivered,90
51457,2099,2026-05-08,delivered,110
51458,1267,2026-05-08,delivered,310
51459,2823,2026-05-08,cancelled,330
51460,3010,2026-05-08,delivered,150
51461,2416,2026-05-08,delivered,90
51462,1791,2026-05-08,delivered,300
51463,1855,2026-05-08,delivered,220
